PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Label1,label 2,Label3,label 4
-3.447167641,1.86649647,0.961510391,1.305971495,1.60072538,-3.696268546,-0.346544753,2.811415988,-0.781361869,-1.072456651,0.172224565,0.648365301,-0.499574442,-0.772416318,1.960843197,-1.52253527,0.904949863,-0.417572293,0.000210313,0.319271431,0.725884536,-0.981336249,-0.205241791,-0.172661576,-2.035465426,8,5,1,1
-4.116808476,1.144180627,1.824163785,1.650063233,1.502570963,-4.927044011,1.828981388,2.037191591,-0.771626766,-0.1006776,-2.194306251,0.215455344,-0.725916538,3.006046933,0.840300313,-0.877320817,-0.735517879,-1.060419541,-0.957524861,1.087434323,0.821280364,-0.910914638,1.980611134,0.32320809,-0.775998116,8,5,2,1
-1.830568253,4.226769641,13.3584802,6.308379044,6.091028603,0.704306102,-0.415380151,-0.912354711,2.743085001,0.801708156,-0.061357712,-1.140247399,1.766022308,-0.744940368,0.247968016,-0.857314739,-1.255226236,0.534360639,-0.029580319,-0.337251119,-0.114435636,-1.017961671,0.107227244,-1.286040587,0.482939314,8,5,3,1
-2.383910127,3.168929876,8.984777536,6.735263082,5.715914251,0.187051122,-3.176167499,1.893986809,1.385260158,1.13738603,-0.675262719,-0.314264155,-0.386288633,-1.458722605,-1.32742503,0.423084736,-0.584928409,0.014621021,-0.340599863,-0.138288137,-0.188282925,-1.320181152,0.896825183,0.685101787,-0.484121693,8,5,4,1
-3.28316295,1.352668595,0.756983239,0.473281689,1.409780139,-7.009983278,3.675037734,3.077476483,-3.005260013,-2.705238271,-4.155174583,-0.394257971,0.636686677,3.181721358,-1.292535672,-2.253909796,-0.805257113,-0.072994331,-0.395824252,-0.761684382,0.032478958,0.259948234,-0.963155776,-0.107210736,0.456077168,8,5,5,1
-4.913293923,-0.877913229,1.318518679,-0.682321775,-1.628178227,-0.06167419,1.117900141,0.324934893,1.199299721,-1.76356555,0.044972421,0.346958204,-2.069172275,-1.999688975,0.304659566,-1.830142628,-0.296444988,0.508567677,0.788867451,0.604356007,-0.244474129,0.750910072,-0.1672112,-0.24527692,-0.382857292,9,1,1,1
-7.344439739,-1.412574889,1.918054735,0.832830147,-1.791509385,2.387978871,0.363862084,6.203351229,2.162038361,-5.576244973,3.936812877,2.325079599,-3.731666458,-0.565487304,0.218943096,-0.834028264,-2.011330524,1.344378055,0.807952211,0.176333292,0.896177813,-0.214571745,-0.26393374,0.134887448,1.192618227,9,1,2,1
-1.02743139,1.455370141,12.42648848,-9.341133033,-5.115389738,-1.879080297,1.609677936,1.56412743,-2.979855776,5.220594657,4.876211968,-2.922508567,-0.05375539,-0.618088341,-0.669962347,0.580721285,-0.336786972,-0.385370654,-0.843989547,0.074602591,0.454801985,1.451843943,-0.55739132,1.334810426,0.061569141,9,1,3,1
-1.454932965,-0.610668415,-1.171805776,-0.242455733,-0.677719079,-2.424033263,0.245417378,3.139433758,2.9392118,-1.591287517,2.482431115,-0.252312386,-2.744471683,-2.083414209,0.044051045,-1.884038205,-0.633249994,1.003326215,0.488704247,-0.693491578,-1.661273337,0.670035161,0.966064274,-0.252563696,0.236592296,9,1,4,1
-4.634805085,-5.102765639,-0.431239246,-0.172307289,-1.214816811,-0.312365542,-0.069470561,3.634965378,2.528685719,-1.879069214,1.687267498,0.255527497,-2.444433034,-0.924674659,-0.491014871,-1.332344949,-1.451848787,1.776123539,1.029036419,0.493802299,-1.113342299,0.539437634,0.565617517,-0.500743121,0.570685486,9,1,5,1
-7.566512414,-2.970687931,1.680460979,-0.481309475,-1.428635096,-1.617699672,0.353443991,1.474075999,1.037513808,-3.075392934,0.431944032,1.930594638,-2.089434386,-1.976933345,-0.338552925,-0.251562718,-0.107021726,1.74372048,0.791488764,0.567653887,0.198281661,0.1066028,-0.800940784,-0.169144357,0.469889693,9,2,1,1
-8.429253315,-2.753628964,2.678683121,0.914228397,-1.045833057,1.962625017,-1.305273147,3.051928238,1.337680397,-3.206270532,2.957112873,2.633785289,-3.150064251,-0.755545304,0.774114476,-0.694224225,-0.385121078,1.110525023,-0.239904872,0.203782893,1.073849258,-0.610591559,-0.744402346,-0.180589254,0.880693999,9,2,2,1
-4.651299809,0.140010373,14.86769301,-10.00660167,-3.391871414,-2.295505805,2.145283364,-0.09379064,-2.731912958,5.141527464,4.888477971,-1.064950974,-0.319872687,0.116398898,-0.715883202,0.22702525,-0.891059553,1.528197443,-1.064262481,0.258505586,0.154537745,-0.421460303,0.55182636,1.623506392,-0.557373936,9,2,3,1
-3.494938898,-0.871174607,0.546358654,-0.253874236,0.692822895,-5.405790126,1.722740677,2.585432245,-0.259722895,0.839970796,1.640381867,1.186472366,-3.914637992,-2.812237814,1.345105111,-2.327255093,0.479625812,0.183690919,-0.420738622,-1.565826633,-0.194971143,0.941210627,-0.063399157,-0.27325543,0.766005435,9,2,4,1
-4.588676761,-1.794414262,0.042262289,-0.529691519,-0.621827411,-2.757343935,-0.230494074,2.434768729,2.423868846,-1.747569316,2.907746319,0.722752868,-2.530480417,-1.579624805,-0.289360693,-1.493268127,-0.837974986,1.751517745,0.659691826,-0.179148603,-1.720026394,0.678890081,0.729544409,-0.801677372,0.235354519,9,2,5,1
-5.975473221,0.924297255,2.663681911,1.63438534,0.566418509,-1.641889371,0.25751552,0.029297985,0.808651144,0.014658545,-0.266394959,0.902202007,-3.451558208,-1.828308995,0.740525777,0.370379888,-0.260104155,0.136398681,1.015343193,-0.739193985,-0.317586768,-0.960405824,1.136209782,-1.076533624,0.138051055,9,3,1,1
-5.574476719,-0.061683,1.301764667,1.07204555,-0.287567178,-0.841548421,-0.467914821,0.785271925,0.662585005,-0.387680018,1.168322546,1.303257785,-3.036924271,-2.945412288,1.395448319,-0.021046188,0.29098026,-0.741068528,0.183826577,-0.82142742,-0.016505502,-2.036023567,0.079458935,-0.675299968,0.133236175,9,3,2,1
-2.467931385,4.039188829,17.74420252,-9.007181362,-6.619993522,-1.906523706,1.758964656,0.250739301,-4.375041749,4.138312085,3.471584782,-1.558000566,-1.263778336,1.217582789,0.60967079,1.93874482,0.626688583,-0.773186236,0.301732798,-0.283044868,0.877300645,0.505032193,1.446817282,-0.759430793,0.528802636,9,3,3,1
1.191583794,5.924659699,15.72894357,-6.164444049,-5.371194598,-1.525417608,-0.043840547,1.247239905,-4.489339644,2.725794955,2.208098986,-1.259485267,-2.000377803,1.070549945,1.504785421,2.687256392,1.887862333,-1.434851475,1.264948739,-0.770458387,1.096391383,0.275758461,1.488579333,-1.382004856,0.36115632,9,3,4,1
-0.983811611,3.426816048,3.525463104,-1.827392733,-1.476892639,-3.098746758,0.911224698,1.00122833,-0.952636792,0.106463433,2.680209671,-0.557675369,-2.065951254,-1.294645164,0.875220669,-0.116493668,0.562793754,-1.107820196,-0.757067079,-1.41051528,0.536085525,-0.405374837,-0.769233497,-0.582117429,-0.198073244,9,3,5,1
-7.325315272,0.086122114,2.192456125,-0.652643886,-1.577846684,-0.36814158,1.517064282,1.060633912,1.020578923,-1.367955114,0.407688028,0.452735792,-1.832916533,-2.286405434,-0.029538394,-0.128865442,-0.430130258,0.656073457,1.595421231,-0.176269178,-0.035814871,-1.364376405,0.595594479,0.024492925,-0.161526816,9,4,1,1
-6.246982058,0.141486261,2.672371829,0.417004373,-0.843475085,0.517765443,0.362860893,0.566750656,1.319742742,-0.501571248,1.044333201,1.167312701,-3.805492163,-2.018510905,1.283580946,-1.173416855,-0.011558152,-0.165769364,0.169051787,-1.110596617,0.582591062,-0.63071108,0.488029499,-0.05759893,-0.065877334,9,4,2,1
-4.208492808,1.805448038,15.27777767,-9.932342151,-6.092789844,-1.949346909,1.486528289,2.364044114,-5.582311438,5.338204516,2.890819241,-2.932510655,-0.491615817,-0.269378941,0.61626697,1.361023674,0.613991321,-0.914210428,0.188086524,0.910850203,-0.228603988,0.185887815,0.164781867,-0.12873563,1.022262123,9,4,3,1
-6.74633199,-1.987080072,12.3473219,-11.78152127,-4.788275159,-1.95683589,3.634470359,0.952855771,-2.911105951,6.731781532,5.733204777,-2.70991895,1.608419541,-1.27033586,-0.859727088,-0.413993562,-2.01273563,0.21555643,-1.718402605,1.708240869,-1.254316961,-0.428544243,-1.094911304,1.313656078,0.279792373,9,4,4,1
-4.738468437,-0.852863328,12.33060386,-5.539869273,-4.32788076,0.028545525,2.522738779,1.135466679,-2.231615902,4.117110209,3.311610163,-1.666720527,-0.158435252,-1.013309796,0.265170969,0.885536319,-0.559597701,-1.092293441,-0.987564285,0.747617013,0.255903198,-0.618808247,-1.183692158,-0.222705656,-0.371563421,9,4,5,1
-6.732294825,-1.612096553,1.444811289,0.017989669,-0.850488982,-2.93188598,-0.45404108,0.830803216,1.261136646,-3.004508932,1.572325135,2.782118941,-3.254412167,-3.385825443,0.174662817,-0.683156449,-0.07821742,1.54750806,1.336421819,0.390515355,0.026006782,0.254513552,-0.254738488,-0.507608142,0.517241676,9,5,1,1
-5.575591212,0.048659363,2.84916738,0.289689241,-0.38746629,-1.731860669,-1.180699424,0.547480748,0.42866693,-2.470574106,1.755425393,2.558898618,-2.250251456,-2.66879884,0.210501642,-0.824353182,0.888235301,1.192289967,0.771049,0.374766088,-0.238803584,0.740887121,0.264456567,-0.420455447,0.076688931,9,5,2,1
-1.032799228,3.510502864,14.69544976,-8.202122483,-5.310237227,-4.014350342,-0.310695193,0.517868052,-5.057604499,3.61598278,3.443919287,0.08496043,-0.772591798,0.800899771,0.689475452,2.093517524,0.853328485,-0.814353626,1.170641637,0.470789974,-0.104417786,-0.283221246,0.323775108,-0.72452734,0.655535805,9,5,3,1
-2.941914036,2.556878629,15.67630266,-9.488303415,-5.067008836,-3.962885397,0.535869502,0.854592374,-4.303783158,4.682290046,4.752139839,-0.980680374,-0.728036272,0.034829748,-0.652566722,1.438268336,0.76522705,0.018361532,-0.656538861,0.193738231,0.558428219,1.990512039,-0.611165395,0.845579816,0.731062908,9,5,4,1
-1.372238276,0.421358751,1.351416266,0.59517509,1.148871791,-4.941478855,0.012998441,1.586225658,-0.181614808,0.540671681,1.513234979,0.947777663,-1.905254998,-4.039042269,1.295666511,-0.524915356,2.748839908,1.350003373,1.777629182,-2.940191037,-1.802113162,0.626967126,0.313179565,-0.052396169,-1.387057695,9,5,5,1
